Rooms,Bathroom,Landsize,BuildingArea,YearBuilt,Price
3,2,0,92,1996,685000
5,2,900,192,1955,1000000
3,2,283,179,2011,962000
4,1,744,136,1970,728000
2,1,0,85,1970,380000
4,1,615,176,1964,986000
4,1,890,165,1970,1580000
3,2,198,130,1990,815000
3,1,814,120,1965,1355000
4,2,310,180,1990,1240000
2,1,0,60,1965,400000
3,2,173,137,1900,1342000
3,2,277,109,1975,975000
4,2,404,165,1925,1235000
3,1,317,112,1900,1370000
2,1,153,72,1970,425500
4,2,376,192,1917,1450000
3,2,606,111.04,2005,465000
3,2,82,82,1995,897500
4,2,254,164,1990,540000
4,2,458,200,1930,1315000
3,2,1133,131,1930,2325000
1,1,0,41,1970,265000
3,1,331,123,1995,502500
3,2,325,129,1980,1405000
3,2,332,252,2006,1800000
4,2,937,191,1960,980000
3,3,252,203,2007,1850000
5,3,446,244,1950,1137500
3,2,241,131,1900,1560000
3,2,224,132,2015,770000
3,2,104,110,1890,1275000
2,2,0,86,2013,870000
4,1,622,126,1965,845000
3,1,142,123,2005,675000
2,1,17200,79,2003,762500
4,2,318,242,2015,1140000
4,2,921,174,1950,1682000
4,2,317,194,1995,1050000
2,1,197,82,1998,445000
3,2,975,147,1985,1300000
4,2,520,261,2004,880000
4,2,561,150,1950,871000
3,2,400,153,2009,530000
3,1,1405,117,1965,1200000
3,2,568,147,2003,580500
4,2,215,157,1990,605000
2,1,164,99,1890,1290000
3,1,146,89,1910,1125000
3,1,697,132,1970,1225000
3,2,218,110,2004,480000
3,1,302,91,1910,1310000
2,1,0,80,1920,756000
3,2,551,178,2003,755000
2,1,0,135,2005,1106000
2,2,0,96,2017,435000
3,2,575,172,2016,438000
7,3,608,355,1999,2000000
4,1,0,135,1950,752500
4,2,810,215,1915,2170000
3,1,368,106,1960,1375000
4,3,719,154,1920,1565000
3,2,358,27,1999,615000
4,2,555,128,1950,780000
2,1,165,97,1910,1301000
2,1,2048,68,1960,430000
2,2,0,69,2011,583000
5,2,840,244,1910,2550000
2,1,88,121,2000,950000
5,4,729,1,2012,3812000
4,2,775,155,1960,1950000
4,2,721,283,2010,1740000
2,1,0,56,2012,420000
3,2,326,118,1920,1679000
2,1,127,83,1970,400000
2,1,0,68,1975,395000
3,1,593,102,1960,700000
1,1,665,46,1970,291000
2,1,1129,72,1960,602000
3,1,605,116,1950,1480000
2,1,0,66,1985,474000
3,2,885,217,1910,2825000
3,2,728,719,1965,1050000
5,2,720,174,1975,1485000
3,1,331,126,1890,1222500
3,2,0,190,2013,1326000
1,1,750,43,1965,305000
2,1,129,128,1890,1050000
4,2,744,300,1985,1300000
2,1,0,94,1890,1080000
6,4,472,328,1915,5600000
2,1,315,89,1990,472500
3,1,534,149,1960,1000000
3,1,217,125,1900,1910000
3,2,611,160,1930,1750000
4,2,902,233,1950,1815000
5,3,694,323,2011,2980000
3,1,627,109,1970,500000
3,1,692,147,1949,1197000
4,3,699,228,1985,1900000
4,3,723,290,1950,2050000
2,1,0,46,1970,385000
2,1,416,93,1960,511500
3,2,585,180,1950,990000
3,1,662,159,1950,1195000
2,2,464,272,2016,1262000
3,2,0,133,2014,1010000
2,1,150,79,1900,950000
3,1,479,182,1925,1925000
4,3,704,318,2014,2200000
4,2,669,165,1980,625000
3,2,159,128,2016,670000
1,1,0,57,2001,500000
2,1,0,64,1980,677776
3,1,460,140,1955,1190000
3,2,159,128,2016,675000
2,1,147,81,1915,895000
2,1,168,77,2008,702500
2,1,0,100,1940,740000
1,1,0,52,1970,330000
1,1,0,52,1970,227000
3,1,784,95,1978,370000
2,1,147,95,1890,1150000
2,1,0,85,1997,795250
2,1,96,71,1880,815000
3,2,75,122,2002,878500
2,1,170,88,1994,645000
3,1,55,111,2012,705000
3,3,1011,206,1925,2500000
1,1,0,44,2012,380000
2,2,208,145,1880,1710000
2,1,145,136,1930,1015000
4,2,662,240,1950,1375000
2,1,650,380,2016,1300000
3,1,605,111,1950,1415000
4,3,586,306,2002,1782000
2,1,1044,79,1970,516000
4,1,636,156,1890,2900000
2,1,0,75,2012,610000
3,1,396,113,1930,1110000
3,1,463,119,1900,1460000
3,2,753,170,2005,747000
2,2,224,89,1900,950000
3,1,318,118,2003,478000
4,2,619,254,1990,1850000
2,1,585,97,1950,790000
2,1,859,71,1960,612500
1,1,124,75,1980,362500
3,2,262,153,2004,895000
3,2,506,169,1950,1100000
4,2,579,149,1990,500000
2,1,756,97,1950,1191000
2,1,181,85,1925,1050000
3,1,274,131,1910,927000
3,2,180,120,1890,2790000
3,1,590,130,1970,700000
3,2,103,120,1997,975000
3,2,650,150,1950,1401000
3,2,767,147,1960,860500
4,2,615,135,1920,1761000
3,2,654,149,1966,1385000
4,3,693,120,1980,650000
3,2,202,121,2006,662500
5,5,669,395,2016,2168000
3,1,627,97,1960,477000
4,2,611,613,1950,1515000
3,1,755,95,1920,1170000
4,1,560,160,1970,1142500
2,2,0,114,2010,617500
2,1,172,80,1900,882000
4,2,601,250,2010,1610000
3,1,118,118,1880,1360000
2,2,675,100,1950,857000
4,2,697,277,2012,1260000
1,1,0,50,2005,385000
3,1,594,92,1960,690000
2,1,199,120,1880,765000
2,1,136,92,1890,1290000
4,2,577,231,1940,2160000
2,1,0,76,1888,530000
2,1,0,76,1980,645000
2,1,0,65,1965,391000
3,1,531,98,1985,515000
5,2,488,213,1930,1287000
1,1,0,64,1930,480000
3,1,154,95,1900,1330000
2,1,140,250,1970,851000
2,1,80,64,1980,415000
3,2,587,200,1979,922000
5,2,775,270,1920,1200000
3,1,900,100,1980,480000
4,3,453,308,2016,1750000
3,1,575,129,1960,970000
5,3,468,274,1925,2100000
4,2,220,187,2015,1105000
3,2,848,127,1979,805000
3,2,754,177.8,1905,2080000
2,1,0,65,2009,460000
2,1,132,69,1972,546500
3,1,579,113,1975,685000
2,1,125,68,1900,930000
4,2,771,196,1970,1450000
4,1,455,145,1920,1200000
2,1,0,61,1965,512000
3,2,213,115,2012,820000
3,2,352,242,2015,520000
3,1,0,115,1935,1100000
3,2,840,161,1970,705000
4,1,165,93,1900,706000
4,1,518,135,1920,1015000
2,1,648,91,1965,739000
4,2,774,185,1950,1265000
2,1,133,71,2011,588000
3,2,616,154,1960,1470000
1,1,0,47,1970,560000
3,2,230,204,2011,3000000
2,2,74,95,2000,860000
3,1,694,110,1960,797000
3,2,839,198,1970,1200000
2,1,0,66.23,1960,480000
1,1,166,60,2012,681000
1,1,0,99,1970,380000
4,2,650,184,1994,603500
4,2,580,161,1965,1250000
3,3,288,133,1920,1235000
3,1,584,153,1960,922000
2,1,94,91,1970,617500
2,2,279,104,2013,650000
3,1,384,112,1950,570000
2,1,0,63,2006,485000
4,2,350,168,1900,1690000
3,2,700,126,1980,835000
4,1,333,137,1970,773000
4,3,360,275,2010,2000000
5,5,621,575,2009,2580000
2,1,0,56,1970,445000
4,1,574,100,1985,500000
3,1,780,152,1940,1655000
4,1,658,138,1975,1396000
2,1,0,62,1890,520000
2,1,734,65,2013,515000
3,2,276,100,2010,620000
3,1,227,119,1920,1320000
4,2,655,170,1970,1430000
2,1,80,67,1970,540000
4,2,620,158,1980,1175000
3,2,161,190,1890,1330000
3,2,710,139,1945,1500000
4,4,847,285,1935,3200000
1,1,0,45,1960,400000
4,3,724,330,1990,853000
3,2,541,540,1960,940000
3,1,640,140,1975,572000
3,1,735,127,1920,1130000
5,2,1025,277,1915,2100000
3,1,610,125,1980,455000
3,1,188,150,1907,1425000
3,1,798,128,1985,520000
2,1,176,80,1890,1385000
3,2,749,180,1979,735000
3,2,573,176,1980,843000
1,1,0,40,1965,375000
3,1,745,149,1985,613000
2,1,100,67,1890,1080000
3,2,122,140,2012,981000
2,1,0,77,1966,672000
4,1,672,115,1935,1700000
3,1,278,116,1950,736000
6,2,350,198,1900,1666000
2,1,1658,68,1970,510000
2,1,75,66,2007,510000
4,3,741,307,1890,2250000
2,1,0,70,2000,705000
3,2,289,122,1979,1900000
4,2,1457,147,1970,902000
3,1,417,109,1950,870000
4,1,489,150,1910,1400000
1,1,0,42,2013,300000
4,2,1134,152,1970,1040000
2,1,120,76,1975,665000
3,2,402,143,1960,1205000
2,2,626,125,2008,1260000
2,1,1153,69,1970,655250
2,1,545,107,1940,901000
2,1,951,76,1970,656000
3,1,732,138,1950,1800000
1,1,0,46,1960,330000
3,2,506,139,1910,1482500
3,2,570,163,1980,545000
4,1,722,208,1975,856000
5,3,737,325,2008,2325000
3,1,691,140,1950,865000
3,2,93,164,2014,1837500
4,3,585,248,1915,3470000
3,2,695,130.52,1960,1451000
4,3,653,122,1985,515000
4,1,764,171,1940,2800000
3,2,790,135,1980,815000
2,1,590,74,1960,472500
2,1,0,67,2011,550000
2,1,0,60,2004,270000
2,1,0,80,1960,305000
4,2,661,196,1999,677000
4,2,558,243,2010,1390000
5,2,666,355,1980,1710000
3,1,769,133,1930,1780000
5,2,580,222,1940,1401000
2,1,77,77,2009,421000
2,2,108,162,2005,1025000
5,3,900,355,1955,2200000
3,2,898,142,1985,800000
2,1,220,106,2005,600000
3,2,547,302,2000,2375000
3,2,380,106.4,1945,1100000
3,1,627,136,1950,860000
3,2,345,345,1905,1200000
3,2,198,148,1910,1560000
4,2,375,254,1998,1200000
2,1,640,114,1970,619000
4,2,610,112,1940,1328000
4,2,501,129,1960,990000
2,2,2955,67,2013,622500
4,2,700,300,2007,2000000
3,2,809,188,1975,1350000
2,1,1089,76,2003,580000
3,1,713,145,1960,669000
2,2,586,119,1990,1010000
3,1,694,158,1950,1430000
2,1,1764,100,1930,626000
4,2,578,171,1920,1260000
1,1,60,40,1970,330000
4,3,691,374,2000,5500000
3,2,225,153,1910,1753000
4,2,480,120,2003,628000
2,1,0,83,2002,620000
3,1,125,113,2000,699000
2,1,157,97,1970,910000
4,2,545,180,1940,1700000
3,1,242,124,2010,730000
2,1,100,85,1970,659500
3,2,0,134,1990,1150000
3,2,171,146,2007,940000
4,2,263,145,1900,1591000
3,1,332,116,1940,1350000
3,2,277,143,2010,865000
3,3,273,71,1958,701000
3,1,269,111,1910,850000
2,1,0,84,2000,606000
2,1,0,77,1965,502000
5,2,551,221,1975,691000
4,2,656,166,1980,680000
3,1,272,131,1885,1110000
2,2,0,70,2011,485000
2,1,0,62,1950,510000
2,1,0,76,1975,570000
4,2,317,288,2017,1820000
3,2,173,107,2007,886000
3,1,697,164,1947,1650000
4,1,696,160,1955,865000
3,2,535,132,1985,960500
2,1,0,60,1970,525000
5,2,1005,185,1960,905000
2,2,2592,70,2012,535000
2,1,0,83,1980,550000
4,3,372,201,2016,1200000
4,2,400,248,2012,730000
3,2,688,121,1990,605000
2,1,0,63,2008,430000
2,1,438,107,1910,1250000
4,2,700,165,1950,1690000
3,1,701,120,1960,586000
3,1,396,123,1900,1230000
3,2,313,140,1960,920000
3,1,556,105,1987,682000
3,2,333,133,1995,1031000
4,1,410,141,1940,650000
3,1,211,94,1910,740000
2,1,7159,61,2008,575000
4,3,581,159,1960,1000000
4,2,515,203,1905,3450000
4,3,773,300,1900,2370000
3,2,0,131,2013,1190000
3,1,559,109,1955,940000
2,2,0,78,2012,580000
4,4,613,340,2009,3050000
2,1,881,49,1993,365000
4,2,750,222,2008,740000
2,1,92,82.6,1960,755000
2,1,0,68,1950,370000
2,1,356,102,1940,850000
2,1,153,107,2003,420000
3,1,302,90,1950,582000
3,2,286,188,2007,1382500
4,3,412,254,1930,2123000
2,1,424,89,1940,1331000
3,2,612,154,1960,970000
1,1,0,59,2006,659000
3,1,277,132,1900,2350000
4,2,646,287,1995,1350000
2,1,0,68,2014,548000
2,1,114,65,1970,587000
3,1,210,130,1900,825000
3,1,565,115,1950,864000
2,1,136,76,1975,725000
4,3,861,274,1955,1610000
3,2,719,155,2000,645500
3,2,618,149,1965,668000
2,1,2886,122,1830,855000
5,2,892,361,2004,1000000
2,1,87,88,1990,754000
4,2,0,297,1995,1635000
3,2,169,150,2007,800000
4,3,807,190,1975,900000
2,1,132,121,2009,715000
2,1,310,102,1910,1036000
4,2,704,200,1981,951000
5,2,632,231,1950,1518000
4,2,393,216,2008,882000
1,1,0,40,1965,306000
3,1,198,98,1900,1000000
2,1,172,81,1930,1030000
4,2,650,163,1975,1130000
2,1,129,107,2012,653000
1,1,0,54,1965,360000
4,1,558,148,1970,950000
4,2,609,231,2003,900000
4,1,382,168,1970,1650000
3,2,431,431,2008,558000
2,1,232,95,2001,1475000
3,2,420,190,2012,568000
3,1,617,158,1930,1640000
3,1,576,121,1940,975000
2,1,105,64,1970,645000
3,2,259,156,1910,1255000
3,2,573,150,1970,1000000
2,1,132,80,1900,1300000
4,1,521,146,1935,1075000
4,2,0,223,1915,2355000
4,3,312,118,1950,1700000
1,1,1388,36,1970,275000
3,2,698,194,1945,1390000
3,3,134,124.45,2008,521000
1,1,141,80,2000,260000
3,1,798,153,1960,922000
2,1,166,81,1965,600000
2,1,402,94,1920,962000
2,1,184,77,1965,401000
2,2,329,132,1940,1300000
2,2,0,83,2011,485000
2,2,0,87,2010,725000
3,1,753,118,1940,1530000
3,1,598,112,1950,650000
4,1,770,152,1970,730000
2,1,0,87,2002,676000
3,2,292,141,2012,830000
3,2,216,156,1995,842500
5,4,643,380,2014,2150000
4,2,650,159,1980,1202000
3,1,1678,94,1940,840000
4,2,707,217,1956,1750000
3,2,84,148,1970,2050000
3,1,138,102,2000,700000
3,1,498,97,1950,637000
4,1,418,163,1920,2175000
2,1,176,114,1920,1000000
4,2,604,127,1950,820000
5,3,807,377,2000,1930000
4,2,653,653,1970,1350000
4,2,654,286,2000,2200000
2,1,0,70,2005,520000
3,2,555,196,1990,668000
3,1,585,105,1960,1070000
2,1,164,100,2010,430000
4,1,446,101.7,1920,891000
4,2,556,220,1900,2350000
2,1,435,114,1950,780000
3,1,137,71,2012,622000
2,1,136,78,1900,918000
3,1,184,133,1990,1050000
3,2,784,172,2007,1240000
2,1,919,82,2010,790000
3,1,336,95,1950,840000
4,2,697,172,1905,2450000
4,2,1241,194,1970,550000
1,1,0,55,2005,395000
4,3,326,223,2005,1250000
4,2,830,134,1920,1315000
3,1,544,120,1980,506000
3,2,653,120,1950,1540000
2,1,0,52,1970,450000
2,2,134,151,1905,770000
4,2,630,190,1935,1030000
4,2,1076,180,1960,1350000
2,1,203,85,1900,1055000
3,2,716,154,1970,695000
2,1,378,92,1955,605000
3,2,120,0,2000,900000
3,2,0,122,1998,750000
3,1,669,124,1950,985000
3,2,257,162,1915,1530000
2,1,182,82,1900,1012500
3,2,269,184,1997,1452000
2,1,200,81,2000,410000
3,1,888,165,1886,1500000
3,1,180,132,1991,1085000
3,1,626,93,1955,773000
3,1,595,130,1957,1060000
2,1,103,111,2010,580000
2,1,0,66,1974,360000
2,2,0,86,1993,804000
3,2,617,285,1998,3512500
3,1,604,96,1960,1075000
1,1,818,50,1880,395000
2,1,307,103,1900,1417500
2,1,125,103,1950,937000
5,3,802,317,1994,2700000
4,2,624,161,1960,1235000
2,1,591,140,1965,903000
4,1,669,143,1950,930000
3,2,646,170,1975,1381000
3,1,931,145,1970,1755000
3,2,430,215,1996,1575000
2,1,659,123,1920,2100000
2,1,1092,63,2014,450000
4,2,136,151,1997,856000
4,3,1061,312,1960,1030000
3,2,370,110,1920,1000000
4,1,264,139,1900,1115000
3,1,593,99,1950,722000
3,1,553,109,1930,1350000
4,2,848,246,1975,2640000
3,2,227,223,2006,1320000
3,1,350,120,1950,700000
2,1,453,93,1920,1170000
5,3,431,203,1920,1700000
2,1,0,69,1960,295000
3,1,570,139,1950,900000
3,1,666,176,1960,935000
3,2,574,159,1955,800000
3,1,319,96,2000,627500
2,1,0,71,2006,670000
2,1,196,100,2000,630000
2,1,0,86,1992,551000
3,1,292,98,1900,1003000
2,1,0,84,1965,805000
2,2,173,81,1910,1118000
2,1,0,51,1965,391000
4,1,352,150,1890,1270000
2,1,0,150,1960,650000
3,1,331,120,1920,1325000
3,1,158,138,2005,495000
3,2,543,106.9,1980,565000
2,1,157,110,1900,1300000
5,3,957,320,1995,2545000
4,4,386,147,1965,1585000
5,3,842,200,1961,1875000
3,2,887,150,1990,905000
4,4,636,308,1900,2400000
1,1,0,50,1980,336000
3,1,178,120,2012,631000
4,2,722,318,1890,2700000
3,1,154,108,2008,360000
4,2,771,255,2006,735000
3,2,0,176,1930,1860000
2,1,200,90,1900,1045000
3,2,251,200,2012,600000
2,1,0,64,1970,535000
2,1,1555,92,2013,782000
3,1,734,140,1960,670000
3,1,694,110,1960,705000
4,2,720,163,2001,630000
2,2,0,65,1970,700000
3,2,77,138,2000,550000
1,1,782,42,1975,420000
2,1,564,60,1970,471000
2,1,0,87,1960,585000
2,2,228,111,1930,822500
2,1,305,131,1999,345000
2,2,413,172,1900,2400000
2,1,174,80,1975,650000
4,2,620,339,1930,3080000
3,2,255,115,1890,1625000
2,1,251,110,1980,760000
3,2,928,130,1970,875000
3,1,834,143,1960,1224000
3,2,448,143,2010,552000
3,2,0,165,1995,1918000
3,1,0,136.49,2009,360000
4,1,411,96,1910,1158000
3,1,381,121,1940,865000
2,1,324,58,1930,685000
2,1,115,57,1980,425000
2,1,557,78,1955,1020000
2,2,85,82,2014,610000
4,2,673,185,1960,1750000
3,1,265,130,1993,752000
5,3,695,360,1950,2100000
3,2,202,307,1898,2150000
3,2,401,167,1920,1405000
3,2,0,195,1945,1700000
3,1,543,135,1965,510000
4,1,400,117,1890,870000
3,2,297,234,2013,1250000
2,1,135,87,1890,1341000
4,2,442,207,2016,1165000
4,2,379,172,1930,940000
2,1,1065,90,1910,2875000
5,3,777,362,1925,2630000
2,1,0,78,1970,319000
2,2,0,100,2002,685000
2,1,114,120,2000,1015000
3,1,362,19,1976,283000
1,1,0,37,1970,310000
4,2,656,303,1950,1800000
4,3,720,249,1960,1728000
2,1,0,76,2005,485000
4,2,736,284,1950,1910000
1,1,896,65,2011,385000
2,1,444,98,1940,912500
2,1,0,70,1993,646000
3,1,827,100,1960,1030000
2,1,712,82,1970,805000
3,1,596,144,1960,1020000
2,1,966,87,1970,802500
3,1,136,132,1993,1400000
1,1,60,53,1975,361000
3,2,697,128,1930,1535000
3,1,212,106,1900,1300000
2,1,101,105,1975,600000
1,1,0,41,1970,385000
2,2,1060,88,2010,713500
2,1,809,131,1980,1705000
3,2,706,164,1960,1987000
3,1,746,152,1960,865000
3,1,300,125,1950,832000
2,1,106,134,1900,1000000
1,1,548,44.4,2009,470000
4,3,667,310,1988,3600000
5,2,694,232,1950,1151000
4,2,842,135,1960,1175000
3,2,108,142,2000,850000
3,1,780,120,1960,793000
4,1,388,120,1920,1225000
3,1,679,143,1950,930000
3,2,92,116,2004,855000
3,1,624,117,1950,1605000
1,1,0,47,2012,365000
3,1,1073,143,1960,1850000
4,2,715,273,1920,2355000
3,2,199,140,1999,891000
3,2,240,131,2011,545000
3,2,758,18,2010,920000
3,2,80,118,2003,1250000
2,1,99,67,1970,336000
3,2,243,150,2012,988000
4,2,560,196.1,2007,600000
2,2,131,79,1890,1200000
3,2,468,153,1970,607500
3,2,100,106,1900,1590000
4,1,1000,203,1960,1920000
1,1,0,50,1920,375000
3,1,0,126,1910,1500000
4,2,696,158,1960,631000
2,1,1101,73,1970,519500
2,1,54,60,1970,460000
3,2,159,128,2016,650000
2,3,635,119,1935,1780000
3,2,138,125,1900,1852000
2,2,0,89,2000,627500
3,2,350,161,2014,510000
6,3,768,285,1997,1455000
4,2,575,256,2008,1774500
3,2,0,107,1990,675000
1,1,114,42.2,1970,286000
3,1,743,110,1990,480000
1,1,81,54,1900,985000
3,2,477,258,2014,1550000
3,2,388,127,2012,630000
3,2,591,190,1910,1905000
6,3,794,283,1970,2835000
4,1,652,158,1960,741000
4,1,668,127,1930,890000
2,1,126,83,1975,506000
3,1,152,92,1910,1270000
2,1,263,84,1992,665000
3,2,400,216,2007,2020000
4,2,461,187,1930,1770000
3,1,227,102,1920,900000
4,2,621,184,1920,1700000
2,1,169,92,1900,1025000
3,2,653,130,1970,896000
5,2,207,168,2004,980000
3,2,704,134,1940,1600000
2,2,4332,85,2010,700000
3,2,572,150,1930,1535000
3,2,416,168,1900,1381500
3,2,623,0,1920,1650000
3,2,125,0,2002,1390000
5,2,1002,244,1950,2000000
3,1,228,126,1998,745000
2,2,0,94,2009,750000
3,1,308,92,1995,746000
1,1,0,60,2006,500000
1,1,0,83,2004,470000
3,1,578,176,2006,820000
3,2,532,140,1960,757000
2,1,1473,65,1960,470000
2,1,0,85,1990,550000
2,1,0,75,1960,595000
3,2,528,142,2000,607500
4,2,494,176,1900,1925000
4,2,734,222,1996,911982
2,1,166,87,2008,605000
3,1,172,97,1970,400000
1,1,0,56,2008,400000
4,2,702,140,1980,805000
3,1,535,129,1970,921000
3,1,448,96,1950,1070000
5,2,406,225,1900,1750000
3,1,613,105,1974,551000
3,1,448,96,1925,913000
3,1,64,109,2011,690000
3,1,541,133,1970,500000
3,1,587,131,1950,1345000
3,1,348,130,1910,1080000
3,1,778,112,1960,822000
3,2,613,143,1960,1425000
3,2,677,110,1960,865000
4,4,670,375,2010,3900000
3,2,211,147,1900,2000000
2,1,0,98,1970,620000
4,2,652,203,1997,1055000
2,1,83,88,1980,429000
5,3,1750,310,1990,1170000
3,1,644,141,1980,1250000
5,4,968,353,1970,1705000
3,2,0,150,2001,710000
3,1,338,123,1906,890000
4,2,600,180,2004,1250000
2,1,138,81,1890,1045000
4,1,723,90,1955,1680000
4,2,0,207,2008,975000
1,1,612,48,1975,332000
3,1,583,103,1980,430000
3,1,826,101,1960,851000
2,1,1123,84,1920,615000
4,2,760,366,2000,1253000
2,1,168,102,1934,1400000
3,2,743,147,1980,866000
3,1,896,139,1965,1234000
2,2,521,122,2000,1177000
3,1,191,92,2013,500000
1,1,0,45,1970,292000
3,2,297,139,1955,810000
3,2,179,125,2000,1071000
4,3,0,131,2014,607000
1,1,0,50,1965,357000
3,2,334,128,2005,1300000
4,2,344,162,1900,1550000
3,1,466,103,2003,350000
3,1,265,91,1990,900000
3,2,0,135,1990,1237000
4,2,745,182,1992,920000
4,3,235,211,2005,1875000
3,1,663,84,1950,597500
2,1,225,97,1890,945000
2,1,215,68,2007,472000
2,1,0,75,2015,662500
4,2,846,174,1996,792500
3,1,240,115,1958,1785000
4,2,665,155,1940,1900000
3,2,0,145,1970,2100000
3,1,306,91,1960,490000
5,3,900,180,1888,1500000
3,1,722,115,1960,840000
3,1,697,153,1920,840000
3,2,529,130,1965,830000
1,1,1175,35,1970,200000
3,1,613,182,1950,1400000
5,2,597,322,1930,2300000
2,1,0,75,1970,500000
3,1,610,121,1955,551000
1,1,0,55,2000,468000
4,2,559,204,1995,1346000
3,2,471,144,1965,912000
4,3,0,30,1930,2975000
4,2,682,166,1973,1260000
3,1,504,142,1920,1456000
2,1,0,65,1980,281000
4,2,233,216,1890,1950000
2,1,483,57,1950,575000
4,1,750,185,1960,1220000
3,2,445,160,1925,2350000
3,1,318,103,1960,790000
4,1,593,131,1970,800000
2,1,815,62,2008,591000
2,1,114,65,1910,1126000
1,1,0,64,1945,500500
2,1,209,101,2002,776000
3,2,0,111,1980,1650000
4,4,673,156,1935,2700000
2,1,0,62,1980,466000
2,1,131,110,1900,1350000
3,2,255,184,2009,492000
4,2,500,145,1930,1011000
4,3,531,237,1990,915000
3,1,471,121,1950,632000
3,3,168,187,2012,1330000
1,1,0,47,2004,420000
3,1,496,122,1910,1375000
3,2,197,168,1900,2240000
2,1,153,70,1970,292000
3,2,160,129,1985,650000
2,1,151,82,1970,636000
5,2,629,140,1940,1940000
3,1,168,124,1950,1290000
4,1,449,159,1930,1310000
2,1,320,94,1900,747000
1,1,0,51,1970,330000
3,1,0,81,1996,601000
2,1,101,90,1970,623000
2,1,0,82,1950,525000
3,2,326,133,1950,870000
2,2,5289,72,2013,605000
3,1,614,123,1970,510000
5,2,820,300,1971,5510000
2,1,117,74,2008,440000
3,1,504,506,1950,1123000
2,1,2300,68,1975,560000
2,1,180,85,1970,825000
2,1,0,129,1900,1260000
3,1,566,126,1980,555000
3,1,190,142,1999,720000
3,1,309,110,2000,1350000
3,1,586,200,1945,1321188
6,3,554,199,1940,1020000
4,1,622,163,1960,755000
4,2,593,255,1930,1500000
3,1,540,108,1980,745000
3,2,195,122,1890,1525000
2,1,6367,75,1930,790000
2,2,0,85,2008,691000
5,2,1006,213,1970,1300000
2,1,0,89,1975,457000
3,2,204,195,1890,1650000
3,1,533,150,1960,841000
3,2,534,187,1970,1237000
2,2,0,95,1995,681000
4,2,372,184,1920,1350000
3,1,509,120,2000,840000
5,4,877,378,2005,2800000
2,1,0,59,1970,474000
4,1,442,112,1920,1685000
3,1,554,147,1960,601200
4,2,336,83,2014,510000
3,1,525,146,1960,876000
3,2,723,138,1980,785000
3,2,164,3,2008,714000
4,2,618,196,1950,1352000
1,1,0,51,1970,418000
4,2,729,167,1905,1560000
3,1,782,175,1920,2310000
5,2,531,1022,1890,1975000
3,1,446,114,1955,750000
3,2,289,138,2008,390000
3,1,1669,176,1920,1500000
4,2,603,140,1955,1070000
3,2,390,125,1950,1651000
3,2,650,119,1950,875000
4,2,290,178,2012,1151000
4,3,353,222,2004,1830000
3,1,513,116,1955,657500
2,1,241,91,1915,942000
3,1,533,125,1955,1226000
3,1,230,102,2002,447000
3,1,524,155,1970,600000
3,2,331,166,2001,905000
4,2,768,194,1970,825000
4,2,642,215,1955,1900000
3,2,557,116,1987,505000
3,2,263,166,2016,1900000
2,1,762,98,1970,701000
4,3,374,267,2015,1250000
3,2,544,146,1970,1050000
3,1,614,110,1975,565000
3,3,276,178,2004,1100000
2,2,0,95,2008,785000
4,2,674,183,1950,2504000
2,1,297,95,1900,896000
2,1,132,65,2010,360000
4,2,3747,143,2006,680000
4,2,390,235,2004,1660000
3,1,159,97,1970,470000
5,3,531,122,1990,598000
4,3,670,273,1970,1160000
5,3,688,347,1910,2575000
3,1,573,119,1970,530000
3,2,305,129,1925,1350000
2,1,587,95,1920,999000
2,1,0,76,1964,599000
4,2,2679,4,2005,635000
4,2,712,364,1998,751000
4,2,670,176,1930,2216000
3,2,461,174,2000,580000
2,1,225,94,1890,1455000
2,1,326,113,1940,1385000
2,1,467,92,1950,886000
3,2,1290,231,1988,775000
3,1,535,134,1980,745000
3,1,596,145,1949,670000
4,1,757,159,1960,1260000
2,1,0,66,1970,390000
3,1,385,140,2000,851000
3,2,0,89,1997,760000
3,3,191,175,1890,3000000
2,1,593,82,1950,1350000
3,2,632,144,1940,1890000
3,1,762,153,1930,2800000
3,2,0,114,1995,868000
2,1,0,60,1970,365000
2,1,177,100,1975,546000
5,2,700,224,1950,1805000
1,1,0,49,1960,280000
1,1,0,39.5,1959,360000
3,3,575,205,1930,2250000
3,2,458,170,1950,1715000
4,2,497,179,1980,850000
3,1,213,116,1995,940000
2,1,372,110,1950,940000
2,1,129,106,2013,680000
2,1,124,86,1992,707500
2,1,164,93,1890,1400000
3,1,0,95,1970,735000
4,2,705,195,1970,1118000
4,2,564,161,1975,1120000
5,3,585,317,2000,1529500
3,2,0,134,2012,950000
4,3,597,245,1940,2012000
3,2,230,245,1900,2161000
3,1,344,130,1920,891500
4,2,801,180,1957,1270500
3,2,213,131,2010,810000
3,2,431,120,1950,1825000
1,1,1162,44,1965,260000
2,1,0,64,1930,806000
4,2,312,148,2015,480000
2,1,0,52,1970,420500
2,1,463,123.5,1940,900000
3,2,1025,195,1970,830000
3,2,360,168,2013,900000
1,2,676,136,1965,1720000
2,2,0,96,1880,485000
2,1,180,61,2004,410000
2,1,352,111,1920,1570000
1,1,0,51,2009,490000
3,2,640,156,1994,537000
1,1,480,53,1930,540000
3,2,175,134,2004,485000
3,2,250,147,1900,1260000
1,1,0,56,1970,437000
3,2,289,147,2009,635000
3,2,401,121,1926,1301000
